pair,omega,kn,kf,same_organ,same_ct
Lung|capillary aero.. vs Lung|pericyte cell,31.93694464867917,0.012063408209883799,0.38526840027348075,True,False
Live|EC vs Sple|classical mono..,31.89553622065592,0.007895012640169386,0.251815661627059,False,False
Lung|respiratory go.. vs Lung|dendritic cell,31.753131598206313,0.016577519834299108,0.5263881688703749,True,False
Live|EC vs Kidn|macrophage,31.722172913464046,0.006913409309927581,0.21930836555107486,False,False
Bone|monocyte vs Lung|club cell,31.672416626226454,0.01727125443950269,0.5470223662654925,False,False
"Lung|cd8-positive, .. vs Lung|lung microvasc..",31.633446776353466,0.016807024531734053,0.5316641159934762,True,False
Bone|granulocyte vs Lung|respiratory go..,31.616394811902836,0.017872191801178508,0.5650542721401126,False,False
Lung|macrophage vs Lung|vein EC,31.57616558478935,0.017709000941569568,0.5591823460721912,True,False
Lung|basophil vs Lung|dendritic cell,31.504925889872034,0.011849753277668643,0.3733255988262188,True,False
Kidn|macrophage vs Hear|fibroblast of ..,31.49614925337519,0.018531247676884903,0.5836629426824291,False,False
Hear|smooth muscle .. vs Lung|club cell,31.471199666057647,0.01740578915605101,0.5477810658753823,False,False
Lung|macrophage vs Lung|type i pneumoc..,31.4576299388646,0.018840468644902457,0.5926764905061233,True,False
Bone|granulocyte vs Sple|classical mono..,31.450658959221876,0.011505685437585182,0.3618613887895771,False,False
"Kidn|b cell vs Kidn|cd8-positive, ..",31.427281444941517,0.013120004273097556,0.41232606684947226,True,False
Lung|lung microvasc.. vs Lung|intermediate m..,31.36964575877188,0.016637692416587923,0.5219185173517684,True,False
Lung|respiratory go.. vs Lung|pericyte cell,31.362858091896815,0.015663259616455746,0.4912445886074397,True,False
Lung|macrophage vs Lung|lung microvasc..,31.31027854084446,0.017787196779865955,0.5569220856384147,True,False
Kidn|macrophage vs Hear|cardiac EC,31.22547283093674,0.017180913112533364,0.5364821356060954,False,False
Lung|basal cell vs Lung|pericyte cell,31.165539521059042,0.013601752899337512,0.42390596753998266,True,False
Hear|cardio vs Lung|bronchial vess..,31.142338258590204,0.018864978931880275,0.5874995551377933,False,False
Sple|type i nk t cell vs Sple|regulatory t c..,31.09229142920996,0.008221286650908162,0.2556186404731101,True,False
"Sple|nk cell vs Sple|cd4-positive, ..",31.068529060284465,0.007582964821356444,0.2355915629154275,True,False
