sample,cancer,type,stromal_score,immune_score,admix
TCGA-D8-A1XC-01,TCGA-BRCA,Tumor,6580.144744451492,8160.6342932964835,14740.779037747976
TCGA-DD-AACX-01,TCGA-LIHC,Tumor,-2229.6428779476773,6247.596570642207,4017.9536926945293
TCGA-78-8640-01,TCGA-LUAD,Tumor,6439.360990140522,14847.61718168476,21286.97817182528
TCGA-EW-A1PE-01,TCGA-BRCA,Tumor,14032.360507508925,16064.714756285113,30097.07526379404
TCGA-E2-A1II-01,TCGA-BRCA,Tumor,9330.137582367479,18421.44291368774,27751.58049605522
TCGA-S3-AA14-01,TCGA-BRCA,Tumor,13058.676756434263,11965.921920620469,25024.59867705473
TCGA-A8-A09B-01,TCGA-BRCA,Tumor,11535.147394000447,12053.042940141018,23588.190334141465
TCGA-60-2714-01,TCGA-LUSC,Tumor,9211.496909328576,16182.281178634188,25393.778087962764
TCGA-AR-A5QP-01,TCGA-BRCA,Tumor,11758.02951228881,13740.562717483223,25498.59222977203
TCGA-DD-AAE0-01,TCGA-LIHC,Tumor,1877.5091932172654,7019.997045112683,8897.506238329948
TCGA-E9-A6HE-01,TCGA-BRCA,Tumor,10754.924809374588,13546.58221129695,24301.50702067154
TCGA-DD-AADA-01,TCGA-LIHC,Tumor,2082.1610638719976,13282.334327207336,15364.495391079334
TCGA-TQ-A7RN-01,TCGA-LUAD,Tumor,4215.982203135834,6087.8960442501375,10303.878247385972
TCGA-CJ-5676-11,TCGA-KIRC,Normal,10866.999036143894,14418.959142350988,25285.958178494882
TCGA-BH-A0HI-01,TCGA-BRCA,Tumor,12297.406515104394,12470.954915455044,24768.36143055944
TCGA-DD-A1EI-01,TCGA-LIHC,Tumor,7949.078049830652,12977.232902810942,20926.310952641594
TCGA-E9-A1ND-11,TCGA-BRCA,Normal,14161.47334621289,16911.711625511653,31073.184971724542
TCGA-BP-4790-01,TCGA-KIRC,Tumor,14495.56531074861,17875.919204938316,32371.484515686927
TCGA-CZ-5465-11,TCGA-KIRC,Normal,6455.624149590465,5406.0776685094825,11861.701818099948
TCGA-BP-5008-01,TCGA-KIRC,Tumor,13769.290030632332,17590.207649781125,31359.497680413457
TCGA-BP-4170-01,TCGA-KIRC,Tumor,12019.303642813222,17311.745508219505,29331.049151032727
TCGA-EW-A1P1-01,TCGA-BRCA,Tumor,15965.937049643511,16377.211436258152,32343.148485901664
TCGA-BC-A5W4-01,TCGA-LIHC,Tumor,-7124.6866876698205,-2113.214734475234,-9237.901422145054
TCGA-39-5019-01,TCGA-LUSC,Tumor,11348.558586269337,15210.85264258386,26559.411228853198
TCGA-OL-A66P-01,TCGA-BRCA,Tumor,11093.630360482177,17822.256470147895,28915.886830630072
TCGA-A2-A1G4-01,TCGA-BRCA,Tumor,8932.13125890863,11809.789187082355,20741.920445990985
TCGA-E2-A105-01,TCGA-BRCA,Tumor,8286.520822809474,9998.136541121476,18284.65736393095
TCGA-55-7573-01,TCGA-LUAD,Tumor,12892.242599062596,16893.13277997205,29785.375379034645
TCGA-L5-A4OR-01,TCGA-LUSC,Tumor,7689.628722630354,13786.339313931447,21475.9680365618
TCGA-E2-A573-01,TCGA-BRCA,Tumor,9789.934663220232,17161.7701519797,26951.704815199933
TCGA-B0-5085-01,TCGA-KIRC,Tumor,6641.458847565802,13661.864961649782,20303.323809215584
TCGA-DV-A4W0-01,TCGA-KIRC,Tumor,9025.502140886209,14676.747293815697,23702.249434701906
TCGA-DX-A6YU-01,TCGA-KIRC,Tumor,14315.22636547453,18048.90202297213,32364.12838844666
TCGA-DX-A6Z2-01,TCGA-KIRC,Tumor,12490.672039871275,17111.643195949833,29602.31523582111
TCGA-BC-A10T-01,TCGA-LIHC,Tumor,7405.1550457515,10083.037916832585,17488.192962584086
TCGA-43-5668-01,TCGA-LUSC,Tumor,10548.68290541405,17545.30254809782,28093.985453511872
TCGA-A2-A0EV-01,TCGA-BRCA,Tumor,13733.982042727668,15074.035078733676,28808.017121461344
TCGA-BH-A18M-11,TCGA-BRCA,Normal,14685.031829764714,14695.03089827167,29380.062728036384
TCGA-18-4083-01,TCGA-LUSC,Tumor,11007.302579053783,14405.292681588373,25412.595260642156
TCGA-A8-A08A-01,TCGA-BRCA,Tumor,11972.157554591537,13314.17412165974,25286.331676251277
TCGA-AL-3471-01,TCGA-KIRC,Tumor,-1152.674547304232,3666.4745183181876,2513.7999710139557
TCGA-E9-A1RG-01,TCGA-BRCA,Tumor,9207.562732961203,13354.632821481184,22562.195554442387
TCGA-43-8115-01,TCGA-LUSC,Tumor,15311.270182232121,17587.056040141437,32898.32622237356
TCGA-CZ-5461-11,TCGA-KIRC,Normal,8577.603631415797,9620.295539386534,18197.89917080233
TCGA-Q1-A73P-01,TCGA-LUSC,Tumor,5022.2571455507095,14523.922683262808,19546.179828813518
TCGA-D8-A1XL-01,TCGA-BRCA,Tumor,10590.29411259809,16060.855279469015,26651.149392067106
TCGA-CC-A7IH-01,TCGA-LIHC,Tumor,-1192.133695987126,4677.504487910992,3485.370791923866
TCGA-DD-A4NG-01,TCGA-LIHC,Tumor,-39.03940834713649,10255.277296475095,10216.237888127958
TCGA-BP-5170-01,TCGA-KIRC,Tumor,11839.345309538516,15267.891085667809,27107.236395206324
TCGA-KN-8436-01,TCGA-LUAD,Tumor,-1660.0232282284633,2503.0503498727267,843.0271216442634
TCGA-43-A474-01,TCGA-LUSC,Tumor,4288.227340587346,5393.77358527734,9682.000925864686
TCGA-33-AASI-01,TCGA-LUSC,Tumor,4513.193932068545,14790.429339498256,19303.6232715668
TCGA-UZ-A9PV-01,TCGA-KIRC,Tumor,-1209.7165475096663,4162.255440158606,2952.5388926489395
TCGA-BH-A1EO-11,TCGA-BRCA,Normal,15525.213254217397,16457.82292345294,31983.036177670336
TCGA-DX-AB2X-01,TCGA-KIRC,Tumor,8145.601897881905,11321.186536407728,19466.788434289632
TCGA-49-4506-01,TCGA-LUAD,Tumor,4806.3434282602575,15592.677620387029,20399.021048647286
TCGA-B2-5633-01,TCGA-KIRC,Tumor,11431.265218021432,16769.419651689135,28200.684869710567
TCGA-A2-A0ER-01,TCGA-BRCA,Tumor,10460.729519464967,11901.662520912858,22362.392040377825
TCGA-IG-A8O2-01,TCGA-LUSC,Tumor,4520.713686897325,13141.241103326774,17661.9547902241
TCGA-TQ-A7RU-01,TCGA-LUAD,Tumor,3656.130409026755,6975.127514644279,10631.257923671033
TCGA-BP-4982-01,TCGA-KIRC,Tumor,13759.828087470287,16905.554248213342,30665.38233568363
TCGA-CZ-4864-11,TCGA-KIRC,Normal,8732.107203311723,10390.700468701409,19122.807672013132
TCGA-DD-A4ND-01,TCGA-LIHC,Tumor,12216.272131050657,15603.231599846342,27819.503730897
TCGA-66-2785-01,TCGA-LUSC,Tumor,9671.937829170925,17376.413976898406,27048.35180606933
TCGA-OL-A66K-01,TCGA-BRCA,Tumor,11702.524188566833,11495.777173354796,23198.30136192163
TCGA-P4-A5E8-01,TCGA-KIRC,Tumor,-436.61887722724714,10555.434322001103,10118.815444773856
TCGA-56-8201-01,TCGA-LUSC,Tumor,13369.081848971484,18502.87965306808,31871.961502039565
TCGA-DD-AAVW-01,TCGA-LIHC,Tumor,9003.714771763094,13770.33582435024,22774.050596113335
TCGA-CJ-4905-01,TCGA-KIRC,Tumor,13301.48942642823,15670.443410390228,28971.932836818458
TCGA-EP-A2KC-01,TCGA-LIHC,Tumor,630.3681705166928,8536.113366362402,9166.481536879095
TCGA-IE-A3OV-01,TCGA-LUSC,Tumor,12678.132342367313,16298.364281322156,28976.49662368947
TCGA-CC-A7IL-01,TCGA-LIHC,Tumor,-5714.704200301963,-2039.7921898107052,-7754.496390112668
TCGA-EW-A1OX-01,TCGA-BRCA,Tumor,1951.7854470392704,482.3243312456798,2434.10977828495
TCGA-S3-AA10-01,TCGA-BRCA,Tumor,10063.270992715497,17864.539973293442,27927.81096600894
TCGA-BP-5174-01,TCGA-KIRC,Tumor,8250.39825408372,14411.990741353078,22662.3889954368
TCGA-KN-8427-01,TCGA-LUAD,Tumor,7052.28147975128,13840.343532384857,20892.625012136137
TCGA-05-4402-01,TCGA-LUAD,Tumor,11449.253581393776,15576.197476526231,27025.451057920007
TCGA-UZ-A9PZ-01,TCGA-KIRC,Tumor,1784.8283928086457,10643.967518752976,12428.795911561621
TCGA-A8-A0A9-01,TCGA-BRCA,Tumor,11618.711292031508,12963.06488791831,24581.77617994982
TCGA-DD-A4NS-01,TCGA-LIHC,Tumor,12033.56769998607,15717.354728593597,27750.922428579666
TCGA-EU-5905-01,TCGA-KIRC,Tumor,11611.643291631899,15590.717646446323,27202.36093807822
TCGA-B0-4697-01,TCGA-KIRC,Tumor,8197.699499216953,18388.347455349536,26586.04695456649
TCGA-BH-A1FB-01,TCGA-BRCA,Tumor,15170.162729865606,17106.22214279985,32276.384872665454
TCGA-44-8119-01,TCGA-LUAD,Tumor,13424.491130413244,15636.430214707736,29060.92134512098
TCGA-BP-4759-01,TCGA-KIRC,Tumor,8700.676477830602,14535.895954196432,23236.572432027035
TCGA-90-A4EE-01,TCGA-LUSC,Tumor,12263.752588692343,18705.73162024914,30969.48420894148
TCGA-DD-A1EJ-11,TCGA-LIHC,Normal,2329.6620199891076,12292.085061356123,14621.747081345231
TCGA-A2-A04T-01,TCGA-BRCA,Tumor,9041.334888635924,15350.163748598181,24391.498637234105
TCGA-CJ-6030-01,TCGA-KIRC,Tumor,11064.027995446657,18512.01789817458,29576.045893621238
TCGA-OL-A5S0-01,TCGA-BRCA,Tumor,11294.031470956976,14682.20391818057,25976.235389137546
TCGA-DD-AADI-01,TCGA-LIHC,Tumor,4040.2781871625593,14871.001698356657,18911.279885519216
TCGA-CC-A7IG-01,TCGA-LIHC,Tumor,854.5699808776553,8072.688021590373,8927.258002468028
TCGA-CJ-4918-01,TCGA-KIRC,Tumor,15063.417071087551,17194.8656103179,32258.28268140545
TCGA-A8-A07J-01,TCGA-BRCA,Tumor,14881.8509188996,15798.282799600947,30680.133718500547
TCGA-E9-A229-01,TCGA-BRCA,Tumor,14819.07128173162,15020.720941849224,29839.792223580844
TCGA-L5-A4OU-01,TCGA-LUSC,Tumor,12117.946178838221,17118.369712686454,29236.315891524675
TCGA-A2-A0SX-01,TCGA-BRCA,Tumor,13816.329405209322,17252.462521475692,31068.791926685015
TCGA-UZ-A9PM-01,TCGA-KIRC,Tumor,1470.389524502345,15628.924688364914,17099.31421286726
TCGA-B8-5545-01,TCGA-KIRC,Tumor,13970.583978600986,17022.074876844516,30992.6588554455
TCGA-55-7724-01,TCGA-LUAD,Tumor,13037.170399908817,17255.57144565751,30292.74184556633
TCGA-HU-A4G8-01,TCGA-LIHC,Tumor,8256.011391794134,15356.879593970338,23612.890985764472
TCGA-FY-A3I4-01,TCGA-LIHC,Tumor,11340.313178656706,13721.873601177449,25062.186779834155
TCGA-DX-AB2Q-01,TCGA-KIRC,Tumor,12364.767724750836,11734.175455580302,24098.943180331138
TCGA-44-6776-01,TCGA-LUAD,Tumor,6538.704279098954,12807.095781968714,19345.800061067668
TCGA-49-4514-01,TCGA-LUAD,Tumor,3904.1649333672867,14601.375446574933,18505.54037994222
TCGA-43-3394-11,TCGA-LUSC,Normal,11780.51052010238,18235.640229805806,30016.150749908185
TCGA-05-4396-01,TCGA-LUAD,Tumor,8485.659155155503,13480.263238246935,21965.922393402438
TCGA-XM-A8RL-01,TCGA-KIRC,Tumor,-745.7860914861267,16589.35460476975,15843.568513283622
TCGA-85-A50Z-01,TCGA-LUSC,Tumor,4594.3389874867535,14771.345382707153,19365.684370193907
TCGA-B2-3923-01,TCGA-KIRC,Tumor,7373.724320270383,8427.037793008734,15800.762113279117
TCGA-55-8204-01,TCGA-LUAD,Tumor,10736.2748214052,15659.370091193447,26395.644912598647
TCGA-77-7337-01,TCGA-LUSC,Tumor,12199.187276536646,14259.397343697008,26458.584620233654
TCGA-KN-8428-11,TCGA-LUAD,Normal,9216.217209545128,11765.346511192689,20981.563720737817
TCGA-L4-A4E6-01,TCGA-LUAD,Tumor,12475.351517616047,18398.858749350973,30874.21026696702
TCGA-L5-A8NJ-01,TCGA-LUSC,Tumor,-2232.385418616075,7028.036139678927,4795.6507210628515
TCGA-DX-A1L0-01,TCGA-KIRC,Tumor,13564.719973771851,11921.827842636772,25486.547816408623
TCGA-BH-A0AW-01,TCGA-BRCA,Tumor,13497.924346442243,17530.209681617922,31028.134028060165
TCGA-77-8008-11,TCGA-LUSC,Normal,15362.368232428616,18239.923004079148,33602.291236507765
TCGA-BH-A2L8-01,TCGA-BRCA,Tumor,13688.65364358712,17152.290423210212,30840.944066797332
TCGA-HU-A4GC-01,TCGA-LIHC,Tumor,8140.7286414413065,13483.578475475133,21624.30711691644
TCGA-BH-A0B6-01,TCGA-BRCA,Tumor,13679.664797583177,18382.254106238044,32061.91890382122
TCGA-DD-A11B-11,TCGA-LIHC,Normal,2520.7505864044215,10357.697495521938,12878.448081926359
TCGA-DX-AB32-01,TCGA-KIRC,Tumor,13494.875893325752,19085.514810317338,32580.39070364309
TCGA-AO-A0JL-01,TCGA-BRCA,Tumor,5137.447410744811,8439.402347306193,13576.849758051005
TCGA-BH-A0BS-01,TCGA-BRCA,Tumor,8401.647059816765,7887.358434866543,16289.005494683308
TCGA-56-8623-01,TCGA-LUSC,Tumor,12319.56026774093,18791.888659846034,31111.448927586964
TCGA-75-6205-01,TCGA-LUAD,Tumor,14367.672564715544,19051.618999644004,33419.29156435955
TCGA-B6-A0IG-01,TCGA-BRCA,Tumor,8267.913520297963,11565.23352755854,19833.147047856502
TCGA-CJ-4923-01,TCGA-KIRC,Tumor,13215.403529261119,17882.96941973048,31098.3729489916
TCGA-ES-A2HT-11,TCGA-LIHC,Normal,4733.863520790444,15441.165587663763,20175.029108454208
TCGA-98-A538-01,TCGA-LUSC,Tumor,8866.56639561438,13780.509191810172,22647.07558742455
TCGA-XM-A8RC-01,TCGA-KIRC,Tumor,7896.681650290491,16775.687299753616,24672.368950044107
TCGA-BP-4159-01,TCGA-KIRC,Tumor,10528.27214230737,15649.66982089161,26177.94196319898
TCGA-Q1-A6DT-01,TCGA-LUSC,Tumor,-887.686781944798,9797.785230347534,8910.098448402736
TCGA-KN-8424-11,TCGA-LUAD,Normal,6193.023212750475,5154.599850567123,11347.623063317598
TCGA-L5-A8NN-01,TCGA-LUSC,Tumor,8121.911468761915,13211.110083623305,21333.02155238522
TCGA-OL-A66L-01,TCGA-BRCA,Tumor,11483.487318608608,14861.269413961414,26344.756732570022
TCGA-BH-A0DO-01,TCGA-BRCA,Tumor,11067.521088749334,11953.045140828519,23020.566229577853
TCGA-CJ-5680-01,TCGA-KIRC,Tumor,9448.066831108488,14829.653718162841,24277.72054927133
TCGA-34-5234-01,TCGA-LUSC,Tumor,13570.969836228887,17779.955181394896,31350.925017623784
TCGA-BC-A216-11,TCGA-LIHC,Normal,1476.891942585131,11820.802035213808,13297.69397779894
TCGA-G3-AAV1-01,TCGA-LIHC,Tumor,1983.8173260521144,7942.490260832121,9926.307586884235
TCGA-78-7155-01,TCGA-LUAD,Tumor,5187.556581167235,12137.200877460822,17324.757458628057
TCGA-56-7822-01,TCGA-LUSC,Tumor,8745.097810991334,13564.929843939735,22310.02765493107
TCGA-56-A62T-01,TCGA-LUSC,Tumor,9241.266459074104,13173.561109180268,22414.82756825437
TCGA-LL-A73Y-01,TCGA-BRCA,Tumor,13222.89482711798,15527.941566399833,28750.836393517813
TCGA-B0-5705-11,TCGA-KIRC,Normal,8659.253798085512,9089.17817266954,17748.431970755053
TCGA-BC-A10X-01,TCGA-LIHC,Tumor,8769.809133978808,13703.903023412557,22473.712157391365
TCGA-BH-A0DK-01,TCGA-BRCA,Tumor,14410.784877168142,17297.15775299112,31707.94263015926
TCGA-B3-4104-01,TCGA-KIRC,Tumor,6365.120307533412,9682.00092586469,16047.121233398102
TCGA-85-A4JB-01,TCGA-LUSC,Tumor,8401.497660714209,13038.105922860555,21439.603583574764
TCGA-NJ-A55R-01,TCGA-LUAD,Tumor,9806.57487754806,13321.064265984878,23127.63914353294
TCGA-F5-6702-01,TCGA-LIHC,Tumor,13764.793829069615,14327.911060706047,28092.70488977566
TCGA-BH-A0BG-01,TCGA-BRCA,Tumor,11085.274682103369,16376.062486017046,27461.337168120415
TCGA-IE-A6BZ-01,TCGA-LUSC,Tumor,10633.370853835793,10961.977737034726,21595.34859087052
TCGA-DD-A39Z-11,TCGA-LIHC,Normal,-2070.5968619096748,2864.0341528689823,793.4372909593076
TCGA-DX-A8BM-01,TCGA-KIRC,Tumor,12142.291118312274,11763.333180429636,23905.62429874191
TCGA-A8-A06Z-01,TCGA-BRCA,Tumor,6677.207918535161,7815.052826349711,14492.260744884872
TCGA-E9-A1RH-11,TCGA-BRCA,Normal,12976.140866513666,12954.559810436938,25930.700676950604
TCGA-HU-A4GH-11,TCGA-LIHC,Normal,12238.564611425278,12008.696306531561,24247.26091795684
TCGA-AN-A0AT-01,TCGA-BRCA,Tumor,7048.699458411364,14161.619188193956,21210.31864660532
TCGA-77-8136-01,TCGA-LUSC,Tumor,13336.377673997125,17437.8703648723,30774.248038869424
TCGA-CW-5589-01,TCGA-KIRC,Tumor,11479.449985718038,16453.5045779647,27932.95456368274
TCGA-66-2756-01,TCGA-LUSC,Tumor,7428.873931843409,12872.913200888714,20301.787132732123
TCGA-E2-A14U-01,TCGA-BRCA,Tumor,6618.995625359683,11238.906759234374,17857.902384594057
TCGA-A3-3385-01,TCGA-KIRC,Tumor,7146.2997578399445,12055.44044002493,19201.740197864874
TCGA-50-5051-01,TCGA-LUAD,Tumor,8000.240128213965,12739.823500359507,20740.063628573473
TCGA-BP-5000-01,TCGA-KIRC,Tumor,11052.993804586262,16743.922204852486,27796.916009438748
TCGA-44-6147-11,TCGA-LUAD,Normal,12048.873993755336,18187.64043242665,30236.514426181988
TCGA-43-8116-01,TCGA-LUSC,Tumor,9161.718551204674,15106.355084587161,24268.073635791836
TCGA-18-3410-01,TCGA-LUSC,Tumor,9409.657033264994,17026.54262143531,26436.199654700304
TCGA-MW-A4EC-01,TCGA-KIRC,Tumor,9019.561747998763,15199.61569579857,24219.177443797333
TCGA-L5-A4OM-01,TCGA-LUSC,Tumor,6361.59520013733,11097.141239392306,17458.736439529635
TCGA-55-A48Y-01,TCGA-LUAD,Tumor,11790.096962516549,15348.609286507275,27138.706249023824
TCGA-AK-3447-01,TCGA-KIRC,Tumor,-5425.076254384843,-2.721197939459671,-5427.797452324303
TCGA-Q1-A73O-01,TCGA-LUSC,Tumor,4369.134068865758,14716.426984030939,19085.561052896697
TCGA-CC-A9FU-01,TCGA-LIHC,Tumor,-4976.380949700786,8183.5670555392135,3207.1861058384275
TCGA-86-A456-01,TCGA-LUAD,Tumor,10343.675322610372,16669.759778918142,27013.435101528514
TCGA-33-AASB-01,TCGA-LUSC,Tumor,-1532.5537796526478,5788.389971956709,4255.836192304061
TCGA-50-5068-01,TCGA-LUAD,Tumor,10618.448729187392,17809.66070295362,28428.109432141013
TCGA-NK-A5CR-01,TCGA-LUSC,Tumor,3590.7149448350647,9291.318715552694,12882.033660387759
TCGA-NJ-A55A-01,TCGA-LUAD,Tumor,12056.038036435162,17136.24069104964,29192.2787274848
TCGA-ZS-A9CF-01,TCGA-LIHC,Tumor,3511.366235769048,11337.243382811273,14848.609618580322
TCGA-AR-A24Q-01,TCGA-BRCA,Tumor,13135.030369206132,15274.528674367193,28409.559043573325
TCGA-33-4586-01,TCGA-LUSC,Tumor,7242.089482430376,11960.262540330692,19202.352022761068
TCGA-56-7580-01,TCGA-LUSC,Tumor,6869.43476382711,13003.057604824626,19872.492368651736
TCGA-DX-AB2S-01,TCGA-KIRC,Tumor,14056.139864666158,19993.619469611793,34049.75933427795
TCGA-90-7769-01,TCGA-LUSC,Tumor,1746.464837544514,8322.252108171386,10068.7169457159
TCGA-BH-A0DP-11,TCGA-BRCA,Normal,10613.038347401878,12994.363999904312,23607.40234730619
TCGA-37-4135-01,TCGA-LUSC,Tumor,2772.8793575793534,12080.720902450721,14853.600260030074
TCGA-IG-A5B8-01,TCGA-LUSC,Tumor,-673.1176565773712,8416.334414446865,7743.216757869493
TCGA-DX-A8BQ-01,TCGA-KIRC,Tumor,11916.520617374455,18976.45702257111,30892.977639945566
TCGA-EW-A1P5-01,TCGA-BRCA,Tumor,10883.941605798329,14511.849812927485,25395.791418725814
TCGA-BH-A1FN-01,TCGA-BRCA,Tumor,11620.745965523496,11788.140545697326,23408.886511220822
TCGA-DD-AACN-01,TCGA-LIHC,Tumor,6277.842774667326,13199.983407604192,19477.826182271518
TCGA-MM-A564-01,TCGA-KIRC,Tumor,8006.045350484808,13589.267669170815,21595.313019655623
TCGA-98-8020-01,TCGA-LUSC,Tumor,11504.798033452138,15557.853401004937,27062.651434457075
TCGA-DX-AB2G-01,TCGA-KIRC,Tumor,12839.910227709242,15541.860582788202,28381.770810497444
TCGA-A7-A4SE-01,TCGA-BRCA,Tumor,13228.678706659888,13545.40124696244,26774.079953622328
TCGA-A1-A0SJ-01,TCGA-BRCA,Tumor,11864.568858020477,13006.06337248324,24870.632230503717
TCGA-J2-A4AG-01,TCGA-LUAD,Tumor,13157.01693713266,17171.77989185112,30328.79682898378
TCGA-RC-A7S9-01,TCGA-LIHC,Tumor,-1746.3296669279189,10459.043443878949,8712.71377695103
TCGA-22-5471-01,TCGA-LUSC,Tumor,9324.8516998341,16025.71803339585,25350.56973322995
TCGA-E2-A570-01,TCGA-BRCA,Tumor,12217.481552357083,11265.26502947148,23482.746581828564
TCGA-BH-A201-01,TCGA-BRCA,Tumor,13240.178880435404,12035.161290413354,25275.340170848758
TCGA-66-2744-01,TCGA-LUSC,Tumor,12524.137438844384,18481.57605246754,31005.713491311923
TCGA-BH-A0H9-11,TCGA-BRCA,Normal,10950.210779147495,10917.912116022944,21868.12289517044
TCGA-05-4405-01,TCGA-LUAD,Tumor,13592.209408642619,15709.12710658841,29301.33651523103
TCGA-DD-AA3A-01,TCGA-LIHC,Tumor,-942.4984669763217,7926.16307319537,6983.664606219048
TCGA-A8-A09E-01,TCGA-BRCA,Tumor,8793.716547509659,10094.278420739367,18887.994968249026
TCGA-KL-8326-11,TCGA-KIRC,Normal,7116.17805306696,13695.575802005664,20811.753855072624
TCGA-22-4609-11,TCGA-LUSC,Normal,12736.824846943866,18437.784329810445,31174.60917675431
TCGA-MT-A51W-01,TCGA-LUAD,Tumor,1359.7523748147905,12326.496654645434,13686.249029460225
TCGA-D8-A27V-01,TCGA-BRCA,Tumor,13190.859390983653,13235.800063881845,26426.659454865498
TCGA-50-5944-01,TCGA-LUAD,Tumor,12712.106409713411,14799.549798997305,27511.656208710716
TCGA-49-6742-11,TCGA-LUAD,Normal,10433.218741865265,15901.745235244201,26334.963977109466
TCGA-CZ-5454-11,TCGA-KIRC,Normal,7076.9785742527965,7690.101819788455,14767.080394041252
TCGA-86-7955-01,TCGA-LUAD,Tumor,-84.24686535704313,8241.2351091268,8156.988243769756
TCGA-50-6673-01,TCGA-LUAD,Tumor,11964.57732869744,14961.704739217119,26926.28206791456
TCGA-E2-A14Y-01,TCGA-BRCA,Tumor,5654.5568330362,8457.276882790873,14111.833715827073
TCGA-55-7727-01,TCGA-LUAD,Tumor,9876.941854853118,16402.662640515442,26279.60449536856
TCGA-55-8510-01,TCGA-LUAD,Tumor,13233.431020969849,17899.45312071277,31132.884141682618
TCGA-MS-A51U-01,TCGA-BRCA,Tumor,12957.91061888004,14225.615360911343,27183.525979791382
TCGA-L5-A88Y-01,TCGA-LUSC,Tumor,11370.481126009054,16533.447326319456,27903.92845232851
TCGA-A8-A06Y-01,TCGA-BRCA,Tumor,5265.091158273612,5403.854467578552,10668.945625852164
TCGA-GI-A2C8-01,TCGA-BRCA,Tumor,14891.825087556124,14858.224517966413,29750.049605522538
TCGA-DX-A1L3-01,TCGA-KIRC,Tumor,13848.31859876429,16414.849338738426,30263.167937502716
TCGA-AR-A1AM-01,TCGA-BRCA,Tumor,13038.5292203178,14349.798029230868,27388.327249548667
TCGA-55-6980-11,TCGA-LUAD,Normal,11534.435969702554,18109.771485900263,29644.207455602816
TCGA-AN-A041-01,TCGA-BRCA,Tumor,12545.028413352145,11964.99351191171,24510.021925263856
TCGA-MP-A4T8-01,TCGA-LUAD,Tumor,10158.110965868236,12724.97607526238,22883.087041130617
TCGA-86-8279-01,TCGA-LUAD,Tumor,11142.22064002859,12505.014353716895,23647.234993745486
TCGA-B0-5100-01,TCGA-KIRC,Tumor,10106.365519560644,13135.588837279978,23241.954356840622
TCGA-55-A494-01,TCGA-LUAD,Tumor,2264.851266450627,7063.820781863182,9328.672048313809
TCGA-BP-4991-01,TCGA-KIRC,Tumor,11668.069909819653,16238.686454093007,27906.75636391266
TCGA-44-3917-01,TCGA-LUAD,Tumor,5439.52883899663,13614.021677616165,19053.550516612795
TCGA-EP-A3RK-11,TCGA-LIHC,Normal,992.312396315112,7382.040870312809,8374.35326662792
TCGA-75-5125-01,TCGA-LUAD,Tumor,11861.4812765676,17395.6366614276,29257.1179379952
TCGA-B0-5400-01,TCGA-KIRC,Tumor,12509.645725896207,16797.691653287588,29307.337379183795
TCGA-HU-8244-01,TCGA-LIHC,Tumor,-3147.8746621227074,7530.287465508722,4382.412803386014
TCGA-K7-A5RG-01,TCGA-LIHC,Tumor,6249.069218938854,18077.643564607202,24326.712783546056
TCGA-B6-A409-01,TCGA-BRCA,Tumor,8312.267268150394,12672.970959086062,20985.238227236456
TCGA-BP-4330-01,TCGA-KIRC,Tumor,12465.064322268448,18427.009808818784,30892.074131087233
TCGA-21-1078-01,TCGA-LUSC,Tumor,-1295.9340581718825,7591.434383913027,6295.5003257411445
TCGA-34-2600-01,TCGA-LUSC,Tumor,3888.783940046742,11730.465377866767,15619.249317913509
TCGA-CJ-4873-01,TCGA-KIRC,Tumor,10675.935369579009,18191.407424084016,28867.342793663025
TCGA-77-7335-11,TCGA-LUSC,Normal,12936.54654721417,18799.561370898857,31736.107918113026
TCGA-BH-A1EX-01,TCGA-BRCA,Tumor,13671.643488624384,14589.957086593673,28261.600575218057
TCGA-BH-A0C3-11,TCGA-BRCA,Normal,11188.971887764932,13549.413680002584,24738.385567767516
