cell_type,region_a,region_b,omega,kn,kf
Astrocyte,Human A1C,Human HTHma,77.33922561300615,0.0028967335366732105,0.22403112853353063
Astrocyte,Human A1C,Human HTHma-HTHtub,81.30670518127845,0.0022558991652272867,0.18341972834582715
Astrocyte,Human A1C,Human HTHpo,79.62157863573789,0.0012102236333460408,0.09635991618929021
Astrocyte,Human A1C,Human HTHpo-HTHso,135.68267879322983,0.001309360947987676,0.17765760093021074
Astrocyte,Human A1C,Human HTHso,73.98478589235242,0.002125192863854832,0.15723193901225502
Astrocyte,Human A1C,Human HTHso-HTHtub,176.73189004080115,0.000985806518990573,0.1742234493157469
Astrocyte,Human A1C,Human HTHtub,83.73483317184125,0.0022852496679335865,0.19135499970042447
Astrocyte,Human A1C,Human IC,168.7300390154883,0.001032185545671978,0.17416070739245593
Astrocyte,Human A1C,Human IO,108.05147086715486,0.0025369363684615127,0.2741197061086448
Astrocyte,Human A1C,Human ITG,38.012112232920224,0.0005589534595831943,0.021247001638655418
Astrocyte,Human A1C,Human Idg,44.90364095522116,0.0004868773828476629,0.021862567188609208
Astrocyte,Human A1C,Human Ig,47.69680034847769,0.00027627106517273106,0.01317724583760502
Astrocyte,Human A1C,Human LEC,49.42902179217887,0.0007253210742742438,0.035851911186628185
Astrocyte,Human A1C,Human LG,195.70962160038866,0.000927267831138596,0.1814752363543477
Astrocyte,Human A1C,Human LP,151.17173136024172,0.0011945581577986132,0.1805834249249172
Astrocyte,Human A1C,Human LP-VPL,99.4512616122966,0.0015242314026965098,0.15158673598724842
Astrocyte,Human A1C,Human La,40.59987238010353,0.001560159535722049,0.06334227804291676
Astrocyte,Human A1C,Human M1C,29.01035803375822,0.0004003793867892301,0.011615149360092131
Astrocyte,Human A1C,Human MD,238.1344287321485,0.0007650989466765869,0.18219640059039757
Astrocyte,Human A1C,Human MD-Re,111.6193360054228,0.0013754290640946721,0.15352447885680742
Astrocyte,Human A1C,Human MEC,34.261550970737666,0.0008292975282186186,0.02841301953296896
Astrocyte,Human A1C,Human MG,119.73152903638844,0.0012209386185963041,0.14618484766411138
Astrocyte,Human A1C,Human MN,64.74401018078105,0.004294244791349844,0.27802662848992027
Astrocyte,Human A1C,Human MTG,36.63242889439812,0.0004683318501888185,0.017156133201023806
Astrocyte,Human A1C,Human MoAN,158.53836599624321,0.0015505328404779393,0.24581894295288614
Astrocyte,Human A1C,Human MoRF-MoEN,210.5713237526391,0.0009868805124949253,0.20780873590173932
Astrocyte,Human A1C,Human MoSR,85.7763495465444,0.003196746756515485,0.2742052671986543
Astrocyte,Human A1C,Human NAC,56.03223634609321,0.0011308139337005807,0.06336203359656631
Astrocyte,Human A1C,Human PAG,193.79582529256203,0.0009830180236042325,0.19050478916184546
Astrocyte,Human A1C,Human PAG-DR,155.264121731597,0.0012146882670511813,0.1885975069613772
Astrocyte,Human A1C,Human PB,183.32838606519684,0.00106897250988927,0.19597300498606254
Astrocyte,Human A1C,Human PN,146.36744449716562,0.0014390066937409582,0.2106237323771795
Astrocyte,Human A1C,Human PTR,140.2779174554964,0.0011807613221619096,0.16563473928487116
Astrocyte,Human A1C,Human Pir,54.242485212961576,0.0007708352281481493,0.041812018464455855
Astrocyte,Human A1C,Human PnAN,188.05638679217734,0.001054904376481657,0.19838150545239513
Astrocyte,Human A1C,Human PnEN,153.91990738470903,0.001284863898322408,0.19776613223174125
Astrocyte,Human A1C,Human PnRF,184.43741896963212,0.0009753524116193434,0.17989148138487793
Astrocyte,Human A1C,Human Pro,23.42612564886578,0.0002947442801807239,0.006904716541798138
Astrocyte,Human A1C,Human Pu,74.0729052542988,0.0008243006045956164,0.06105834058527232
Astrocyte,Human A1C,Human Pul,284.5796729924696,0.0005920746098634338,0.16849239886208003
Astrocyte,Human A1C,Human RN,108.50373767044371,0.0016407111039116805,0.1780232872118171
Astrocyte,Human A1C,Human S1C,28.423526243053495,0.0002762129507019952,0.007850946052949401
Astrocyte,Human A1C,Human SC,172.61167373759864,0.0010669832663299942,0.18417376745123026
Astrocyte,Human A1C,Human SEP,52.14434123251936,0.0018388559455675584,0.09588593190312181
Astrocyte,Human A1C,Human SI,89.04603121361724,0.0010722530927293815,0.09547988236407813
Astrocyte,Human A1C,Human SN,193.46463830202902,0.0009032292491430308,0.17474291998926972
Astrocyte,Human A1C,Human SN-RN,165.93428501919152,0.0010598367235821393,0.1758632489646848
Astrocyte,Human A1C,Human STG,36.411303439832786,0.00035378182757413835,0.012881657475300554
Astrocyte,Human A1C,Human STH,147.54869123742344,0.0011869471082797995,0.17513249239472872
Astrocyte,Human A1C,Human SpC,93.6574218484803,0.0031589341991000064,0.2958576328767005
Astrocyte,Human A1C,Human Sub,55.614159003644865,0.0007713447799636728,0.04289769123953116
Astrocyte,Human A1C,Human TF,28.578237016409435,0.0005824791277859727,0.016646226570978966
