pair_type,cancer,sample_a,sample_b,kn,kf,omega_floor,omega_raw
TT,TCGA-LIHC,TCGA-BC-A69H-01,TCGA-UB-AA0U-01,0.013033953555989523,0.11221832258850158,8.60969176439436,8.60969176439436
TT,TCGA-LIHC,TCGA-DD-A4NG-01,TCGA-G3-A6UC-01,0.002532135235135998,0.3512041138850507,138.69879815727455,138.69879815727455
TT,TCGA-LIHC,TCGA-F5-6571-01,TCGA-G3-A25Z-01,0.007924903299721224,0.3943752756715633,49.76404894245666,49.76404894245666
TT,TCGA-LIHC,TCGA-G3-A7M5-01,TCGA-RC-A6M5-01,0.00439645035026363,0.3292820295882134,74.89724740516363,74.89724740516363
TT,TCGA-LIHC,TCGA-DD-A3A7-01,TCGA-K7-A5RF-01,0.013443873660540402,0.2102055304917878,15.635785920003817,15.635785920003817
TT,TCGA-LIHC,TCGA-ED-A8O6-01,TCGA-FY-A4B0-01,0.004230635982856668,0.2656074225231886,62.781913546681814,62.781913546681814
TT,TCGA-LIHC,TCGA-EP-A3JL-01,TCGA-FY-A3YR-01,0.0062778176000545995,0.1832487772765219,29.189885554325144,29.189885554325144
TT,TCGA-LIHC,TCGA-DD-AAD6-01,TCGA-HU-A4H3-01,0.007088733879766817,0.49612023382660275,69.98714329545723,69.98714329545723
TT,TCGA-LIHC,TCGA-DD-A4NE-01,TCGA-G3-A25U-01,0.0025087512089938596,0.24153469469641703,96.27686230125828,96.27686230125828
TT,TCGA-LIHC,TCGA-DD-AAC9-01,TCGA-ED-A7XP-01,0.004798084524363039,0.1976453260218083,41.19254777989688,41.19254777989688
TT,TCGA-LIHC,TCGA-DD-A73G-01,TCGA-HU-A4GF-01,0.026112856337538626,0.4990512085546942,19.1113221052452,19.1113221052452
TT,TCGA-LIHC,TCGA-DD-A73F-01,TCGA-EP-A3JL-01,0.0034660215705787814,0.26413941639881855,76.20824366500138,76.20824366500138
TT,TCGA-LIHC,TCGA-DD-A119-01,TCGA-DD-AAC8-01,0.006337544409234629,0.3597155327513978,56.75944964223766,56.75944964223766
TT,TCGA-LIHC,TCGA-HU-8238-01,TCGA-ZP-A9D2-01,0.0033160084310704923,0.17612170139680616,53.11256139959499,53.11256139959499
TT,TCGA-LIHC,TCGA-G3-A25X-01,TCGA-ZS-A9CD-01,0.004570417711242367,0.3642199836421035,79.69074309032868,79.69074309032868
TT,TCGA-LIHC,TCGA-ED-A66X-01,TCGA-G3-A3CH-01,0.0022093072270055166,0.3486459177750956,157.80780215327883,157.80780215327883
TT,TCGA-LIHC,TCGA-DD-A1EA-01,TCGA-HU-A4GQ-01,0.003488961985986446,0.39320086574228846,112.69852389381005,112.69852389381005
TT,TCGA-LIHC,TCGA-DD-AACY-01,TCGA-DD-AAVW-01,0.003613875553430004,0.1777752401896618,49.1924078627809,49.1924078627809
TT,TCGA-LIHC,TCGA-DD-AADR-01,TCGA-FV-A496-01,0.0036770590628850174,0.3118499782659795,84.80961902779507,84.80961902779507
TT,TCGA-LIHC,TCGA-ED-A66Y-01,TCGA-EP-A2KC-01,0.003181268234481874,0.340492214204108,107.03033793677044,107.03033793677044
TT,TCGA-LIHC,TCGA-BC-A69I-01,TCGA-ED-A97K-01,0.0068087003528508,0.08332830864544086,12.238504314637863,12.238504314637863
TT,TCGA-LIHC,TCGA-G3-AAV7-01,TCGA-HU-8610-01,0.0034764611869332607,0.3681598795208875,105.90075934247882,105.90075934247882
TT,TCGA-LIHC,TCGA-BC-A5W4-01,TCGA-F5-6571-01,0.010206959972906583,0.48158321040567886,47.1818456899994,47.1818456899994
